shipment_id,ship_date,carrier,origin,destination,expected_delivery,actual_delivery,delay_days,delay_reason,otif,cost_impact_gbp
SHP-1213,05-02-2024,XPO Logistics,Southampton,Doncaster DC,09-02-2024,09-02-2024,0.6,Weather Disruption,1,145.58
SHP-1214,05-02-2024,Kuehne+Nagel,Felixstowe,Birmingham NDC,07-02-2024,07-02-2024,0,On Time,1,0
SHP-1215,05-02-2024,CEVA Logistics,Liverpool,Doncaster DC,08-02-2024,08-02-2024,0.3,On Time,1,135.86
SHP-1216,06-02-2024,CEVA Logistics,Liverpool,Birmingham NDC,10-02-2024,11-02-2024,1.5,Weather Disruption,0,260.81
SHP-1217,06-02-2024,DHL Supply Chain,Southampton,Birmingham NDC,09-02-2024,09-02-2024,0,On Time,1,0
SHP-1218,06-02-2024,Wincanton,Hamburg,Doncaster DC,09-02-2024,12-02-2024,3.6,Customs Hold,0,666.32
SHP-1219,06-02-2024,CEVA Logistics,Hamburg,Manchester DC,07-02-2024,07-02-2024,0,On Time,1,0
SHP-1220,06-02-2024,Kuehne+Nagel,Liverpool,Leeds RDC,07-02-2024,07-02-2024,0,On Time,1,0
SHP-1221,07-02-2024,CEVA Logistics,Felixstowe,Leeds RDC,10-02-2024,10-02-2024,0,On Time,1,0
SHP-1222,07-02-2024,Kuehne+Nagel,Rotterdam,Birmingham NDC,11-02-2024,12-02-2024,1.4,Port Congestion,0,420.43
SHP-1223,07-02-2024,CEVA Logistics,Hamburg,Doncaster DC,11-02-2024,11-02-2024,0,On Time,1,0
SHP-1224,07-02-2024,Wincanton,Felixstowe,Leeds RDC,10-02-2024,10-02-2024,0.7,Vehicle Breakdown,1,296.69
SHP-1225,07-02-2024,DHL Supply Chain,Hamburg,Manchester DC,10-02-2024,10-02-2024,0,On Time,1,0
SHP-1226,07-02-2024,Kuehne+Nagel,Felixstowe,Birmingham NDC,11-02-2024,11-02-2024,0.2,On Time,1,34.14
SHP-1227,07-02-2024,DHL Supply Chain,Rotterdam,Birmingham NDC,09-02-2024,10-02-2024,1.7,Driver Shortage,0,210.93
SHP-1228,07-02-2024,DHL Supply Chain,Southampton,Manchester DC,10-02-2024,10-02-2024,0,On Time,1,0
SHP-1229,07-02-2024,Wincanton,Southampton,Manchester DC,10-02-2024,10-02-2024,0,On Time,1,0
SHP-1230,07-02-2024,DHL Supply Chain,Southampton,Birmingham NDC,12-02-2024,12-02-2024,0,On Time,1,0
SHP-1231,07-02-2024,Wincanton,Hamburg,Manchester DC,12-02-2024,12-02-2024,0,On Time,1,0
SHP-1232,08-02-2024,Wincanton,Felixstowe,Manchester DC,09-02-2024,10-02-2024,1.3,Weather Disruption,0,491.56
SHP-1233,08-02-2024,DHL Supply Chain,Rotterdam,Birmingham NDC,10-02-2024,10-02-2024,0.3,On Time,1,86.11
SHP-1234,08-02-2024,CEVA Logistics,Liverpool,Birmingham NDC,13-02-2024,13-02-2024,0,On Time,1,0
SHP-1235,08-02-2024,XPO Logistics,Felixstowe,Doncaster DC,09-02-2024,09-02-2024,0,On Time,1,0
SHP-1236,09-02-2024,DHL Supply Chain,Hamburg,Leeds RDC,10-02-2024,10-02-2024,0,On Time,1,0
SHP-1237,09-02-2024,DHL Supply Chain,Rotterdam,Birmingham NDC,10-02-2024,11-02-2024,1.6,Driver Shortage,0,299.64
SHP-1238,09-02-2024,XPO Logistics,Felixstowe,Manchester DC,10-02-2024,10-02-2024,0.2,On Time,1,84.48
SHP-1239,09-02-2024,Wincanton,Southampton,Leeds RDC,12-02-2024,12-02-2024,0.3,On Time,1,143.55
SHP-1240,09-02-2024,Kuehne+Nagel,Liverpool,Leeds RDC,14-02-2024,14-02-2024,0.8,Port Congestion,1,140.05
SHP-1241,09-02-2024,XPO Logistics,Felixstowe,Leeds RDC,13-02-2024,13-02-2024,0.9,Customs Hold,1,262.66
SHP-1242,09-02-2024,Kuehne+Nagel,Rotterdam,Leeds RDC,14-02-2024,14-02-2024,0,On Time,1,0
SHP-1243,10-02-2024,Wincanton,Liverpool,Leeds RDC,15-02-2024,16-02-2024,1.5,Driver Shortage,0,339.91
SHP-1244,11-02-2024,Kuehne+Nagel,Rotterdam,Doncaster DC,14-02-2024,16-02-2024,2.3,Driver Shortage,0,1080.48
SHP-1245,12-02-2024,XPO Logistics,Rotterdam,Doncaster DC,16-02-2024,16-02-2024,0,On Time,1,0
SHP-1246,12-02-2024,CEVA Logistics,Felixstowe,Doncaster DC,16-02-2024,16-02-2024,0.9,Documentation Error,1,172.88
SHP-1247,12-02-2024,Wincanton,Rotterdam,Birmingham NDC,15-02-2024,15-02-2024,0,On Time,1,0
SHP-1248,12-02-2024,CEVA Logistics,Hamburg,Manchester DC,17-02-2024,19-02-2024,2.4,Port Congestion,0,538.13
SHP-1249,13-02-2024,Kuehne+Nagel,Rotterdam,Manchester DC,16-02-2024,16-02-2024,0,On Time,1,0
SHP-1250,13-02-2024,CEVA Logistics,Hamburg,Birmingham NDC,14-02-2024,16-02-2024,2.5,Port Congestion,0,386.03
SHP-1251,13-02-2024,DHL Supply Chain,Liverpool,Birmingham NDC,18-02-2024,18-02-2024,0.9,Customs Hold,1,128.88
SHP-1252,13-02-2024,Wincanton,Liverpool,Birmingham NDC,16-02-2024,16-02-2024,0.7,Weather Disruption,1,248.38
SHP-1253,13-02-2024,Kuehne+Nagel,Hamburg,Manchester DC,16-02-2024,16-02-2024,0.3,On Time,1,52.13
SHP-1254,13-02-2024,XPO Logistics,Hamburg,Manchester DC,18-02-2024,18-02-2024,0.6,Customs Hold,1,146.03
SHP-1255,13-02-2024,DHL Supply Chain,Hamburg,Leeds RDC,17-02-2024,17-02-2024,0,On Time,1,0
SHP-1256,13-02-2024,XPO Logistics,Southampton,Birmingham NDC,18-02-2024,20-02-2024,2.2,Customs Hold,0,924.5
SHP-1257,14-02-2024,XPO Logistics,Rotterdam,Birmingham NDC,19-02-2024,19-02-2024,0,On Time,1,0
SHP-1258,14-02-2024,Kuehne+Nagel,Southampton,Birmingham NDC,17-02-2024,17-02-2024,0,On Time,1,0
SHP-1259,14-02-2024,XPO Logistics,Hamburg,Leeds RDC,15-02-2024,16-02-2024,1.6,Port Congestion,0,214.56
SHP-1260,14-02-2024,Kuehne+Nagel,Hamburg,Birmingham NDC,18-02-2024,18-02-2024,0,On Time,1,0
SHP-1261,14-02-2024,XPO Logistics,Liverpool,Birmingham NDC,19-02-2024,20-02-2024,1,Vehicle Breakdown,1,470.12
SHP-1262,14-02-2024,Wincanton,Rotterdam,Manchester DC,15-02-2024,15-02-2024,0,On Time,1,0
SHP-1263,14-02-2024,XPO Logistics,Hamburg,Doncaster DC,17-02-2024,18-02-2024,1.3,Driver Shortage,0,479.84
SHP-1264,14-02-2024,CEVA Logistics,Felixstowe,Doncaster DC,18-02-2024,18-02-2024,0.6,Driver Shortage,1,93.09
SHP-1265,15-02-2024,Wincanton,Liverpool,Manchester DC,20-02-2024,21-02-2024,1,Port Congestion,1,319.27
SHP-1266,15-02-2024,Kuehne+Nagel,Felixstowe,Leeds RDC,18-02-2024,19-02-2024,1.2,Driver Shortage,0,487.42
SHP-1267,15-02-2024,Kuehne+Nagel,Hamburg,Manchester DC,20-02-2024,21-02-2024,1.8,Port Congestion,0,573.49
SHP-1268,15-02-2024,Wincanton,Southampton,Manchester DC,16-02-2024,17-02-2024,1.4,Port Congestion,0,441.88
SHP-1269,16-02-2024,XPO Logistics,Hamburg,Doncaster DC,20-02-2024,20-02-2024,0.1,On Time,1,22.32
SHP-1270,16-02-2024,CEVA Logistics,Liverpool,Birmingham NDC,19-02-2024,19-02-2024,0,On Time,1,0
SHP-1271,16-02-2024,Wincanton,Hamburg,Leeds RDC,17-02-2024,17-02-2024,0,On Time,1,0
SHP-1272,16-02-2024,Kuehne+Nagel,Southampton,Manchester DC,17-02-2024,17-02-2024,0.7,Customs Hold,1,173.44
SHP-1273,16-02-2024,Kuehne+Nagel,Felixstowe,Manchester DC,19-02-2024,19-02-2024,0,On Time,1,0
SHP-1274,16-02-2024,DHL Supply Chain,Hamburg,Leeds RDC,20-02-2024,20-02-2024,0,On Time,1,0
SHP-1275,16-02-2024,CEVA Logistics,Liverpool,Leeds RDC,18-02-2024,19-02-2024,1.8,Carrier Delay,0,478.92
SHP-1276,16-02-2024,XPO Logistics,Southampton,Doncaster DC,19-02-2024,19-02-2024,0.5,On Time,1,66.53
SHP-1277,16-02-2024,CEVA Logistics,Hamburg,Birmingham NDC,18-02-2024,18-02-2024,0.5,On Time,1,117.13
SHP-1278,17-02-2024,XPO Logistics,Southampton,Birmingham NDC,21-02-2024,22-02-2024,1.5,Weather Disruption,0,335.4
SHP-1279,17-02-2024,CEVA Logistics,Hamburg,Doncaster DC,20-02-2024,21-02-2024,1.8,Customs Hold,0,702.35
SHP-1280,18-02-2024,Kuehne+Nagel,Southampton,Birmingham NDC,21-02-2024,21-02-2024,0,On Time,1,0
SHP-1281,18-02-2024,CEVA Logistics,Felixstowe,Leeds RDC,22-02-2024,23-02-2024,1.4,Customs Hold,0,656
SHP-1282,18-02-2024,DHL Supply Chain,Southampton,Leeds RDC,22-02-2024,22-02-2024,0.4,On Time,1,172.72
SHP-1283,19-02-2024,DHL Supply Chain,Southampton,Doncaster DC,22-02-2024,23-02-2024,1.9,Port Congestion,0,764.9
SHP-1284,19-02-2024,XPO Logistics,Southampton,Leeds RDC,22-02-2024,22-02-2024,0,On Time,1,0
SHP-1285,19-02-2024,DHL Supply Chain,Southampton,Doncaster DC,24-02-2024,24-02-2024,0.3,On Time,1,99.56
SHP-1286,19-02-2024,Kuehne+Nagel,Rotterdam,Leeds RDC,20-02-2024,20-02-2024,0,On Time,1,0
SHP-1287,19-02-2024,XPO Logistics,Rotterdam,Birmingham NDC,22-02-2024,22-02-2024,0.9,Weather Disruption,1,146.21
SHP-1288,19-02-2024,XPO Logistics,Liverpool,Doncaster DC,24-02-2024,26-02-2024,2.3,Vehicle Breakdown,0,409.22
SHP-1289,20-02-2024,CEVA Logistics,Liverpool,Manchester DC,23-02-2024,24-02-2024,1.2,Carrier Delay,0,437.97
SHP-1290,20-02-2024,DHL Supply Chain,Hamburg,Doncaster DC,25-02-2024,25-02-2024,0,On Time,1,0
SHP-1291,20-02-2024,XPO Logistics,Hamburg,Manchester DC,21-02-2024,21-02-2024,0,On Time,1,0
SHP-1292,20-02-2024,Kuehne+Nagel,Felixstowe,Doncaster DC,24-02-2024,26-02-2024,2.1,Carrier Delay,0,429.24
SHP-1293,20-02-2024,Wincanton,Southampton,Birmingham NDC,21-02-2024,21-02-2024,0.1,On Time,1,23.49
SHP-1294,20-02-2024,DHL Supply Chain,Rotterdam,Birmingham NDC,22-02-2024,22-02-2024,0,On Time,1,0
SHP-1295,20-02-2024,Wincanton,Southampton,Doncaster DC,23-02-2024,24-02-2024,1.2,Customs Hold,0,441.53
SHP-1296,20-02-2024,CEVA Logistics,Rotterdam,Birmingham NDC,22-02-2024,22-02-2024,0,On Time,1,0
SHP-1297,20-02-2024,CEVA Logistics,Liverpool,Leeds RDC,21-02-2024,21-02-2024,0.7,Vehicle Breakdown,1,289.4
SHP-1298,20-02-2024,DHL Supply Chain,Rotterdam,Leeds RDC,25-02-2024,25-02-2024,0.6,Port Congestion,1,270.6
SHP-1299,20-02-2024,XPO Logistics,Liverpool,Birmingham NDC,24-02-2024,25-02-2024,1.7,Customs Hold,0,427.46
SHP-1300,21-02-2024,XPO Logistics,Liverpool,Leeds RDC,22-02-2024,22-02-2024,0.7,Customs Hold,1,310.7
SHP-1301,21-02-2024,Wincanton,Liverpool,Leeds RDC,26-02-2024,26-02-2024,0,On Time,1,0
SHP-1302,21-02-2024,CEVA Logistics,Liverpool,Manchester DC,24-02-2024,24-02-2024,0,On Time,1,0
SHP-1303,21-02-2024,Kuehne+Nagel,Liverpool,Birmingham NDC,26-02-2024,26-02-2024,0,On Time,1,0
SHP-1304,21-02-2024,Wincanton,Hamburg,Leeds RDC,25-02-2024,25-02-2024,0.1,On Time,1,39.76
SHP-1305,21-02-2024,DHL Supply Chain,Rotterdam,Manchester DC,26-02-2024,26-02-2024,0.6,Vehicle Breakdown,1,120.63
SHP-1306,21-02-2024,XPO Logistics,Southampton,Doncaster DC,24-02-2024,24-02-2024,0.3,On Time,1,110.08
SHP-1307,21-02-2024,XPO Logistics,Liverpool,Leeds RDC,22-02-2024,22-02-2024,0,On Time,1,0
SHP-1308,21-02-2024,Wincanton,Southampton,Leeds RDC,24-02-2024,25-02-2024,1.1,Port Congestion,0,387.37
SHP-1309,21-02-2024,XPO Logistics,Felixstowe,Manchester DC,23-02-2024,23-02-2024,0.5,On Time,1,71.56
SHP-1310,21-02-2024,DHL Supply Chain,Southampton,Doncaster DC,26-02-2024,28-02-2024,2.1,Carrier Delay,0,756.37
SHP-1311,22-02-2024,Wincanton,Rotterdam,Manchester DC,27-02-2024,27-02-2024,0,On Time,1,0
SHP-1312,22-02-2024,CEVA Logistics,Rotterdam,Doncaster DC,26-02-2024,26-02-2024,0,On Time,1,0
SHP-1313,22-02-2024,Wincanton,Southampton,Leeds RDC,23-02-2024,23-02-2024,0.6,Port Congestion,1,257.89
SHP-1314,22-02-2024,Kuehne+Nagel,Hamburg,Birmingham NDC,23-02-2024,23-02-2024,0,On Time,1,0
SHP-1315,22-02-2024,CEVA Logistics,Southampton,Birmingham NDC,26-02-2024,28-02-2024,2.2,Customs Hold,0,578.62
SHP-1316,22-02-2024,XPO Logistics,Hamburg,Doncaster DC,27-02-2024,27-02-2024,0,On Time,1,0
SHP-1317,22-02-2024,XPO Logistics,Liverpool,Leeds RDC,25-02-2024,25-02-2024,0.3,On Time,1,101.72
SHP-1318,22-02-2024,XPO Logistics,Southampton,Leeds RDC,24-02-2024,24-02-2024,0.9,Customs Hold,1,422.87
SHP-1319,22-02-2024,DHL Supply Chain,Rotterdam,Birmingham NDC,25-02-2024,25-02-2024,0,On Time,1,0
SHP-1320,22-02-2024,Kuehne+Nagel,Hamburg,Doncaster DC,23-02-2024,23-02-2024,0,On Time,1,0
SHP-1321,23-02-2024,XPO Logistics,Hamburg,Doncaster DC,26-02-2024,26-02-2024,0.5,On Time,1,117.4
SHP-1322,23-02-2024,Kuehne+Nagel,Liverpool,Manchester DC,28-02-2024,29-02-2024,1.7,Customs Hold,0,306.63
SHP-1323,23-02-2024,XPO Logistics,Rotterdam,Birmingham NDC,25-02-2024,27-02-2024,2.1,Port Congestion,0,976.15
SHP-1324,23-02-2024,DHL Supply Chain,Hamburg,Doncaster DC,26-02-2024,27-02-2024,1.2,Weather Disruption,0,324.07
SHP-1325,24-02-2024,CEVA Logistics,Southampton,Leeds RDC,25-02-2024,29-02-2024,4.2,Vehicle Breakdown,0,1068.84
SHP-1326,24-02-2024,Wincanton,Rotterdam,Birmingham NDC,27-02-2024,27-02-2024,0,On Time,1,0
SHP-1327,24-02-2024,XPO Logistics,Liverpool,Birmingham NDC,26-02-2024,27-02-2024,1.1,Carrier Delay,0,372.67
SHP-1328,25-02-2024,XPO Logistics,Felixstowe,Leeds RDC,01-03-2024,01-03-2024,0.9,Carrier Delay,1,234.46
SHP-1329,25-02-2024,CEVA Logistics,Rotterdam,Manchester DC,26-02-2024,26-02-2024,0.7,Carrier Delay,1,162.27
SHP-1330,26-02-2024,DHL Supply Chain,Liverpool,Birmingham NDC,29-02-2024,01-03-2024,1.5,Driver Shortage,0,667.52
SHP-1331,26-02-2024,Wincanton,Felixstowe,Manchester DC,27-02-2024,02-03-2024,4.5,Driver Shortage,0,1979.55
SHP-1332,26-02-2024,CEVA Logistics,Hamburg,Doncaster DC,01-03-2024,02-03-2024,1.2,Carrier Delay,0,259.2
SHP-1333,26-02-2024,DHL Supply Chain,Hamburg,Manchester DC,01-03-2024,01-03-2024,0,On Time,1,0
SHP-1334,26-02-2024,CEVA Logistics,Felixstowe,Birmingham NDC,28-02-2024,28-02-2024,0,On Time,1,0
SHP-1335,26-02-2024,Wincanton,Rotterdam,Birmingham NDC,28-02-2024,28-02-2024,0.6,Customs Hold,1,153.2
SHP-1336,26-02-2024,Wincanton,Liverpool,Leeds RDC,01-03-2024,01-03-2024,0,On Time,1,0
SHP-1337,26-02-2024,Kuehne+Nagel,Rotterdam,Birmingham NDC,27-02-2024,27-02-2024,0.6,Carrier Delay,1,205.99
SHP-1338,26-02-2024,Wincanton,Rotterdam,Manchester DC,01-03-2024,01-03-2024,0,On Time,1,0
SHP-1339,27-02-2024,Wincanton,Rotterdam,Manchester DC,29-02-2024,29-02-2024,0,On Time,1,0
SHP-1340,27-02-2024,CEVA Logistics,Southampton,Birmingham NDC,29-02-2024,29-02-2024,0.1,On Time,1,44.71
SHP-1341,27-02-2024,Wincanton,Liverpool,Manchester DC,03-03-2024,03-03-2024,0.7,Vehicle Breakdown,1,132.51
SHP-1342,27-02-2024,Wincanton,Rotterdam,Leeds RDC,02-03-2024,04-03-2024,2.9,Carrier Delay,0,597.19
SHP-1343,27-02-2024,Wincanton,Rotterdam,Doncaster DC,28-02-2024,02-03-2024,3.3,Documentation Error,0,1446.08
SHP-1344,27-02-2024,XPO Logistics,Southampton,Leeds RDC,01-03-2024,01-03-2024,0,On Time,1,0
SHP-1345,28-02-2024,Kuehne+Nagel,Rotterdam,Birmingham NDC,01-03-2024,01-03-2024,0,On Time,1,0
SHP-1346,28-02-2024,Wincanton,Felixstowe,Birmingham NDC,29-02-2024,29-02-2024,0.9,Vehicle Breakdown,1,273.15
SHP-1347,28-02-2024,XPO Logistics,Liverpool,Birmingham NDC,29-02-2024,01-03-2024,1,Weather Disruption,1,452.3
SHP-1348,28-02-2024,Wincanton,Felixstowe,Doncaster DC,03-03-2024,03-03-2024,0.2,On Time,1,56.3
SHP-1349,28-02-2024,Wincanton,Hamburg,Manchester DC,29-02-2024,29-02-2024,0.8,Carrier Delay,1,207.05
SHP-1350,28-02-2024,Wincanton,Southampton,Manchester DC,03-03-2024,04-03-2024,1.1,Customs Hold,0,313.04
SHP-1351,28-02-2024,Wincanton,Hamburg,Leeds RDC,29-02-2024,29-02-2024,0.7,Driver Shortage,1,89.87
SHP-1352,28-02-2024,Kuehne+Nagel,Southampton,Doncaster DC,01-03-2024,02-03-2024,1.6,Port Congestion,0,463.88
SHP-1353,29-02-2024,XPO Logistics,Liverpool,Doncaster DC,04-03-2024,04-03-2024,0,On Time,1,0
SHP-1354,29-02-2024,DHL Supply Chain,Southampton,Doncaster DC,03-03-2024,03-03-2024,0.2,On Time,1,32.95
SHP-1355,29-02-2024,Wincanton,Liverpool,Leeds RDC,04-03-2024,04-03-2024,0.5,On Time,1,101.48
SHP-1356,29-02-2024,Wincanton,Liverpool,Doncaster DC,03-03-2024,03-03-2024,0,On Time,1,0
SHP-1357,01-03-2024,XPO Logistics,Felixstowe,Manchester DC,02-03-2024,02-03-2024,0.4,On Time,1,93.39
SHP-1358,01-03-2024,DHL Supply Chain,Hamburg,Birmingham NDC,06-03-2024,07-03-2024,1.7,Documentation Error,0,686.23
SHP-1359,01-03-2024,CEVA Logistics,Liverpool,Doncaster DC,05-03-2024,06-03-2024,1,Carrier Delay,1,301.28
SHP-1360,01-03-2024,XPO Logistics,Southampton,Doncaster DC,04-03-2024,04-03-2024,0,On Time,1,0
SHP-1361,01-03-2024,Kuehne+Nagel,Rotterdam,Manchester DC,06-03-2024,08-03-2024,2.1,Vehicle Breakdown,0,626.6
SHP-1362,01-03-2024,DHL Supply Chain,Hamburg,Leeds RDC,04-03-2024,05-03-2024,1.3,Carrier Delay,0,310.15
SHP-1363,01-03-2024,XPO Logistics,Felixstowe,Birmingham NDC,06-03-2024,10-03-2024,4.5,Weather Disruption,0,1169.07
SHP-1364,01-03-2024,XPO Logistics,Rotterdam,Leeds RDC,02-03-2024,03-03-2024,1.6,Driver Shortage,0,440.38
SHP-1365,02-03-2024,CEVA Logistics,Southampton,Birmingham NDC,05-03-2024,05-03-2024,0,On Time,1,0
SHP-1366,03-03-2024,CEVA Logistics,Southampton,Birmingham NDC,08-03-2024,08-03-2024,0.9,Driver Shortage,1,415.16
SHP-1367,03-03-2024,CEVA Logistics,Felixstowe,Manchester DC,04-03-2024,04-03-2024,0.4,On Time,1,60.16
SHP-1368,03-03-2024,CEVA Logistics,Liverpool,Doncaster DC,06-03-2024,06-03-2024,0,On Time,1,0
SHP-1369,03-03-2024,CEVA Logistics,Liverpool,Birmingham NDC,07-03-2024,07-03-2024,0.7,Driver Shortage,1,273.41
SHP-1370,04-03-2024,XPO Logistics,Felixstowe,Birmingham NDC,05-03-2024,05-03-2024,0.4,On Time,1,75.44
SHP-1371,04-03-2024,Wincanton,Southampton,Leeds RDC,08-03-2024,08-03-2024,0,On Time,1,0
SHP-1372,04-03-2024,Wincanton,Hamburg,Doncaster DC,07-03-2024,07-03-2024,0,On Time,1,0
SHP-1373,04-03-2024,Wincanton,Felixstowe,Doncaster DC,06-03-2024,06-03-2024,0.8,Customs Hold,1,265.59
SHP-1374,04-03-2024,Wincanton,Southampton,Birmingham NDC,06-03-2024,06-03-2024,0,On Time,1,0
SHP-1375,04-03-2024,CEVA Logistics,Felixstowe,Doncaster DC,06-03-2024,06-03-2024,0,On Time,1,0
SHP-1376,04-03-2024,Wincanton,Felixstowe,Doncaster DC,05-03-2024,05-03-2024,0.4,On Time,1,189.29
SHP-1377,04-03-2024,Kuehne+Nagel,Hamburg,Leeds RDC,07-03-2024,07-03-2024,0.7,Weather Disruption,1,210.17
SHP-1378,04-03-2024,XPO Logistics,Hamburg,Birmingham NDC,05-03-2024,05-03-2024,0.2,On Time,1,58.51
SHP-1379,04-03-2024,Wincanton,Southampton,Manchester DC,08-03-2024,09-03-2024,1.4,Carrier Delay,0,629.75
SHP-1380,05-03-2024,Wincanton,Southampton,Manchester DC,06-03-2024,06-03-2024,0,On Time,1,0
SHP-1381,05-03-2024,CEVA Logistics,Rotterdam,Leeds RDC,07-03-2024,09-03-2024,2.2,Customs Hold,0,875.7
SHP-1382,05-03-2024,XPO Logistics,Southampton,Manchester DC,09-03-2024,09-03-2024,0.9,Weather Disruption,1,327.8
SHP-1383,05-03-2024,CEVA Logistics,Hamburg,Leeds RDC,07-03-2024,07-03-2024,0.9,Carrier Delay,1,383.03
SHP-1384,05-03-2024,DHL Supply Chain,Southampton,Birmingham NDC,09-03-2024,09-03-2024,0,On Time,1,0
SHP-1385,05-03-2024,Wincanton,Rotterdam,Birmingham NDC,08-03-2024,08-03-2024,0.9,Vehicle Breakdown,1,194.03
SHP-1386,05-03-2024,CEVA Logistics,Liverpool,Manchester DC,06-03-2024,06-03-2024,0.2,On Time,1,53.98
SHP-1387,05-03-2024,XPO Logistics,Rotterdam,Doncaster DC,10-03-2024,10-03-2024,0,On Time,1,0
SHP-1388,05-03-2024,DHL Supply Chain,Liverpool,Leeds RDC,08-03-2024,08-03-2024,0.7,Port Congestion,1,161.56
SHP-1389,05-03-2024,CEVA Logistics,Liverpool,Manchester DC,06-03-2024,06-03-2024,0,On Time,1,0
SHP-1390,06-03-2024,CEVA Logistics,Hamburg,Leeds RDC,08-03-2024,08-03-2024,0,On Time,1,0
SHP-1391,06-03-2024,DHL Supply Chain,Hamburg,Manchester DC,07-03-2024,07-03-2024,0,On Time,1,0
SHP-1392,06-03-2024,XPO Logistics,Felixstowe,Leeds RDC,08-03-2024,08-03-2024,0,On Time,1,0
SHP-1393,06-03-2024,CEVA Logistics,Felixstowe,Manchester DC,07-03-2024,08-03-2024,1,Driver Shortage,1,409.6
SHP-1394,06-03-2024,DHL Supply Chain,Southampton,Manchester DC,07-03-2024,07-03-2024,0,On Time,1,0
SHP-1395,07-03-2024,Kuehne+Nagel,Liverpool,Leeds RDC,08-03-2024,09-03-2024,1.8,Customs Hold,0,817.18
SHP-1396,07-03-2024,CEVA Logistics,Felixstowe,Doncaster DC,11-03-2024,11-03-2024,0,On Time,1,0
SHP-1397,07-03-2024,CEVA Logistics,Felixstowe,Manchester DC,11-03-2024,12-03-2024,1,Vehicle Breakdown,1,246.37
SHP-1398,07-03-2024,Kuehne+Nagel,Rotterdam,Manchester DC,08-03-2024,09-03-2024,1.4,Customs Hold,0,324.2
SHP-1399,07-03-2024,Kuehne+Nagel,Liverpool,Doncaster DC,08-03-2024,09-03-2024,1.7,Documentation Error,0,401.96
SHP-1400,07-03-2024,XPO Logistics,Liverpool,Doncaster DC,10-03-2024,13-03-2024,3.2,Documentation Error,0,718.32
SHP-1401,07-03-2024,DHL Supply Chain,Liverpool,Doncaster DC,11-03-2024,11-03-2024,0,On Time,1,0
SHP-1402,07-03-2024,Kuehne+Nagel,Rotterdam,Leeds RDC,11-03-2024,11-03-2024,0.6,Vehicle Breakdown,1,156.41
SHP-1403,07-03-2024,Wincanton,Southampton,Leeds RDC,09-03-2024,10-03-2024,1.5,Vehicle Breakdown,0,604.36
SHP-1404,07-03-2024,CEVA Logistics,Liverpool,Leeds RDC,08-03-2024,08-03-2024,0,On Time,1,0
SHP-1405,08-03-2024,CEVA Logistics,Liverpool,Manchester DC,13-03-2024,13-03-2024,0.9,Port Congestion,1,394.12
SHP-1406,08-03-2024,CEVA Logistics,Felixstowe,Leeds RDC,13-03-2024,13-03-2024,0.6,Driver Shortage,1,105.51
SHP-1407,08-03-2024,XPO Logistics,Hamburg,Manchester DC,10-03-2024,10-03-2024,0,On Time,1,0
SHP-1408,08-03-2024,XPO Logistics,Liverpool,Manchester DC,09-03-2024,09-03-2024,0.3,On Time,1,90.29
SHP-1409,08-03-2024,CEVA Logistics,Hamburg,Birmingham NDC,11-03-2024,11-03-2024,0.7,Documentation Error,1,286.94
SHP-1410,08-03-2024,CEVA Logistics,Liverpool,Doncaster DC,11-03-2024,11-03-2024,0.2,On Time,1,90.1
SHP-1411,08-03-2024,Kuehne+Nagel,Hamburg,Birmingham NDC,11-03-2024,11-03-2024,0,On Time,1,0
SHP-1412,08-03-2024,XPO Logistics,Liverpool,Birmingham NDC,10-03-2024,11-03-2024,1.7,Weather Disruption,0,449.5
SHP-1413,08-03-2024,CEVA Logistics,Felixstowe,Leeds RDC,11-03-2024,12-03-2024,1.3,Port Congestion,0,322.31
SHP-1414,08-03-2024,Kuehne+Nagel,Liverpool,Leeds RDC,13-03-2024,14-03-2024,1.3,Driver Shortage,0,600.56
SHP-1415,08-03-2024,XPO Logistics,Southampton,Leeds RDC,13-03-2024,14-03-2024,1.5,Driver Shortage,0,188.91
SHP-1416,09-03-2024,CEVA Logistics,Hamburg,Manchester DC,14-03-2024,14-03-2024,0.1,On Time,1,29.53
SHP-1417,10-03-2024,Kuehne+Nagel,Southampton,Birmingham NDC,15-03-2024,17-03-2024,2.4,Vehicle Breakdown,0,516.3
SHP-1418,11-03-2024,XPO Logistics,Felixstowe,Manchester DC,15-03-2024,16-03-2024,1.8,Port Congestion,0,604.17
SHP-1419,11-03-2024,DHL Supply Chain,Hamburg,Leeds RDC,16-03-2024,16-03-2024,0.8,Vehicle Breakdown,1,290.08
SHP-1420,11-03-2024,XPO Logistics,Hamburg,Birmingham NDC,12-03-2024,12-03-2024,0.4,On Time,1,158.13
SHP-1421,11-03-2024,Kuehne+Nagel,Hamburg,Manchester DC,16-03-2024,17-03-2024,1.2,Port Congestion,0,411.23
SHP-1422,11-03-2024,XPO Logistics,Felixstowe,Leeds RDC,15-03-2024,15-03-2024,0.2,On Time,1,50.08
SHP-1423,11-03-2024,XPO Logistics,Liverpool,Birmingham NDC,15-03-2024,15-03-2024,0,On Time,1,0
SHP-1424,11-03-2024,DHL Supply Chain,Liverpool,Leeds RDC,14-03-2024,15-03-2024,1.6,Documentation Error,0,365.84
SHP-1425,11-03-2024,XPO Logistics,Liverpool,Leeds RDC,15-03-2024,17-03-2024,2.8,Weather Disruption,0,874.23
