date,warehouse_id,shift,orders_received,orders_fulfilled,fulfillment_rate,pick_accuracy,units_per_hour,dock_to_stock_hrs,sla_met
27-06-2024,WH-LEE-01,Day,301,297,0.9871,0.9844,75,1.66,1
27-06-2024,WH-LEE-01,Night,341,336,0.9867,0.9946,84.3,2.26,1
27-06-2024,WH-LEE-01,Twilight,321,293,0.9138,0.974,88,1.54,0
28-06-2024,WH-DON-01,Day,423,408,0.9662,0.9869,79.9,2.12,1
28-06-2024,WH-DON-01,Night,450,413,0.9197,0.9895,69.6,1.86,0
28-06-2024,WH-DON-01,Twilight,437,412,0.9434,0.9733,109.2,2.27,0
28-06-2024,WH-DON-02,Day,281,271,0.967,0.9885,80.5,4.68,1
28-06-2024,WH-DON-02,Night,292,287,0.9841,0.9762,69.8,3.89,1
28-06-2024,WH-DON-02,Twilight,261,239,0.919,0.986,68.3,1.62,0
28-06-2024,WH-LEE-01,Day,273,252,0.9246,0.9844,100.5,4.33,0
28-06-2024,WH-LEE-01,Night,349,332,0.9514,0.9883,103.5,2.5,1
28-06-2024,WH-LEE-01,Twilight,301,291,0.9673,0.9903,86.6,2.29,1
29-06-2024,WH-DON-01,Day,423,388,0.9195,0.9714,113.6,4.29,0
29-06-2024,WH-DON-01,Night,423,392,0.9278,0.9892,89.7,2.77,0
29-06-2024,WH-DON-02,Day,272,251,0.9262,0.9794,89.8,2.91,0
29-06-2024,WH-DON-02,Night,272,248,0.9119,0.9757,68.4,3.73,0
29-06-2024,WH-LEE-01,Day,343,337,0.9831,0.9874,77.5,3.25,1
29-06-2024,WH-LEE-01,Night,302,296,0.9809,0.9724,62.2,3.47,1
01-07-2024,WH-DON-01,Day,325,319,0.9821,0.9916,96,3.2,1
01-07-2024,WH-DON-01,Night,262,244,0.9347,0.9846,82.7,3.33,0
01-07-2024,WH-DON-01,Twilight,309,302,0.9794,0.9847,101.6,3.1,1
01-07-2024,WH-DON-02,Day,225,212,0.9459,0.9798,71,4.41,0
01-07-2024,WH-DON-02,Night,224,213,0.9521,0.9973,76.7,3.71,1
01-07-2024,WH-DON-02,Twilight,271,247,0.9118,0.9791,77,2.44,0
01-07-2024,WH-LEE-01,Day,256,252,0.9873,0.9805,96.3,4.23,1
01-07-2024,WH-LEE-01,Night,275,265,0.9658,0.9747,74.4,3.76,1
01-07-2024,WH-LEE-01,Twilight,309,298,0.9672,0.9916,105.4,4.08,1
02-07-2024,WH-DON-01,Day,330,323,0.9818,0.9884,81.3,3.9,1
02-07-2024,WH-DON-01,Night,336,311,0.927,0.988,66.2,2.7,0
02-07-2024,WH-DON-01,Twilight,330,328,0.9945,0.9795,77.8,1.37,1
02-07-2024,WH-DON-02,Day,315,296,0.9403,0.9754,106.9,4.42,0
02-07-2024,WH-DON-02,Night,261,238,0.9127,0.9728,80.3,3.42,0
02-07-2024,WH-DON-02,Twilight,269,250,0.9319,0.9805,84.7,1.37,0
02-07-2024,WH-LEE-01,Day,268,263,0.9846,0.9785,75.1,3.68,1
02-07-2024,WH-LEE-01,Night,209,202,0.97,0.9969,80.6,2.85,1
02-07-2024,WH-LEE-01,Twilight,249,244,0.9815,0.9741,73,3.4,1
03-07-2024,WH-DON-01,Day,359,351,0.98,0.9722,73,3.47,1
03-07-2024,WH-DON-01,Night,273,268,0.984,0.9965,68.6,2.25,1
03-07-2024,WH-DON-01,Twilight,311,302,0.9723,0.9738,98.4,2.4,1
03-07-2024,WH-DON-02,Day,266,245,0.9217,0.9948,88.6,2.7,0
03-07-2024,WH-DON-02,Night,256,250,0.9788,0.9806,83.5,1.51,1
03-07-2024,WH-DON-02,Twilight,231,217,0.9417,0.9921,85,3.59,0
03-07-2024,WH-LEE-01,Day,283,267,0.9458,0.9774,105.7,2.69,0
03-07-2024,WH-LEE-01,Night,295,278,0.9448,0.9838,98.3,4.06,0
03-07-2024,WH-LEE-01,Twilight,249,229,0.9224,0.9713,105.9,4.6,0
04-07-2024,WH-DON-01,Day,350,321,0.9172,0.9798,114.2,1.79,0
04-07-2024,WH-DON-01,Night,391,377,0.9661,0.989,100.5,1.41,1
04-07-2024,WH-DON-01,Twilight,363,349,0.9637,0.991,99,3.07,1
04-07-2024,WH-DON-02,Day,245,237,0.9679,0.9865,82.3,3.87,1
04-07-2024,WH-DON-02,Night,283,279,0.9873,0.9712,73.8,3.1,1
04-07-2024,WH-DON-02,Twilight,295,279,0.9479,0.9767,93.6,4.04,0
04-07-2024,WH-LEE-01,Day,231,223,0.9654,0.9905,109.7,4.01,1
04-07-2024,WH-LEE-01,Night,237,221,0.9356,0.972,76.2,3.81,0
04-07-2024,WH-LEE-01,Twilight,265,257,0.9729,0.9745,114.6,2.22,1
05-07-2024,WH-DON-01,Day,376,358,0.9543,0.9922,75.5,1.3,1
05-07-2024,WH-DON-01,Night,365,356,0.9777,0.9876,72.2,3.99,1
05-07-2024,WH-DON-01,Twilight,331,304,0.9194,0.9727,85.5,3.46,0
05-07-2024,WH-DON-02,Day,166,156,0.9401,0.9723,98.6,1.65,0
05-07-2024,WH-DON-02,Night,239,226,0.9485,0.9985,96.3,4.76,0
05-07-2024,WH-DON-02,Twilight,301,288,0.9581,0.996,97.5,3.12,1
05-07-2024,WH-LEE-01,Day,231,215,0.9342,0.993,101.6,3.62,0
05-07-2024,WH-LEE-01,Night,238,231,0.9707,0.9856,72.5,2.38,1
05-07-2024,WH-LEE-01,Twilight,205,192,0.9407,0.9737,101.4,4.18,0
06-07-2024,WH-DON-01,Day,316,289,0.917,0.9727,109.8,2.91,0
06-07-2024,WH-DON-01,Night,317,302,0.9547,0.9875,84.1,2.62,1
06-07-2024,WH-DON-02,Day,263,245,0.9324,0.985,87.9,2.78,0
06-07-2024,WH-DON-02,Night,285,282,0.9927,0.9941,68.1,1.66,1
06-07-2024,WH-LEE-01,Day,239,231,0.9704,0.9746,101.1,4.31,1
06-07-2024,WH-LEE-01,Night,269,255,0.9502,0.9919,102.3,2.53,1
08-07-2024,WH-DON-01,Day,358,354,0.9909,0.9878,87.2,1.64,1
08-07-2024,WH-DON-01,Night,336,310,0.923,0.9814,104.3,2.29,0
08-07-2024,WH-DON-01,Twilight,340,323,0.9513,0.9932,74.7,3.32,1
08-07-2024,WH-DON-02,Day,314,309,0.9856,0.977,106.5,2.96,1
08-07-2024,WH-DON-02,Night,273,251,0.9204,0.9808,99.1,2.7,0
08-07-2024,WH-DON-02,Twilight,219,216,0.9865,0.9929,90.3,3.79,1
08-07-2024,WH-LEE-01,Day,237,227,0.9615,0.9923,91.7,2.86,1
08-07-2024,WH-LEE-01,Night,223,219,0.9836,0.9801,96.1,3.59,1
08-07-2024,WH-LEE-01,Twilight,264,249,0.9448,0.9775,86.6,3.15,0
09-07-2024,WH-DON-01,Day,405,393,0.9726,0.9891,108.7,3.75,1
09-07-2024,WH-DON-01,Night,327,313,0.9586,0.9933,92.1,3.22,1
09-07-2024,WH-DON-01,Twilight,371,343,0.9264,0.9883,95.1,1.39,0
09-07-2024,WH-DON-02,Day,281,269,0.9585,0.9763,90.4,4.43,1
09-07-2024,WH-DON-02,Night,305,282,0.9253,0.9715,95.5,2.08,0
09-07-2024,WH-DON-02,Twilight,302,292,0.97,0.9959,88.9,4.1,1
09-07-2024,WH-LEE-01,Day,230,210,0.9138,0.9951,69.1,2.77,0
09-07-2024,WH-LEE-01,Night,235,222,0.9453,0.9951,75.5,2.13,0
09-07-2024,WH-LEE-01,Twilight,264,244,0.9243,0.975,80,1.52,0
10-07-2024,WH-DON-01,Day,353,330,0.9361,0.9824,76,3.41,0
10-07-2024,WH-DON-01,Night,341,312,0.915,0.9819,75.6,2.69,0
10-07-2024,WH-DON-01,Twilight,350,328,0.9376,0.9815,106.9,1.64,0
10-07-2024,WH-DON-02,Day,268,257,0.9598,0.9848,103.4,2.59,1
10-07-2024,WH-DON-02,Night,302,277,0.9198,0.9727,81.8,2.67,0
10-07-2024,WH-DON-02,Twilight,223,207,0.9299,0.9958,80.7,4.67,0
10-07-2024,WH-LEE-01,Day,257,248,0.9674,0.9779,94.1,4.03,1
10-07-2024,WH-LEE-01,Night,243,222,0.9171,0.9888,70.6,4.68,0
10-07-2024,WH-LEE-01,Twilight,283,266,0.9417,0.9986,104.8,3.14,0
11-07-2024,WH-DON-01,Day,285,270,0.9484,0.971,89.8,4.19,0
11-07-2024,WH-DON-01,Night,374,349,0.9346,0.9982,61.9,4.56,0
11-07-2024,WH-DON-01,Twilight,304,298,0.9814,0.9816,84.5,3.48,1
11-07-2024,WH-DON-02,Day,258,247,0.9597,0.9853,70.1,3.86,1
11-07-2024,WH-DON-02,Night,230,217,0.9436,0.9744,67.9,3.2,0
11-07-2024,WH-DON-02,Twilight,244,227,0.9338,0.9831,96.7,4.65,0
11-07-2024,WH-LEE-01,Day,235,220,0.9391,0.9783,103.4,2.83,0
11-07-2024,WH-LEE-01,Night,295,274,0.9309,0.9985,76.5,2.86,0
11-07-2024,WH-LEE-01,Twilight,249,241,0.9688,0.9891,68.1,2.92,1
12-07-2024,WH-DON-01,Day,341,336,0.9866,0.9898,87.4,4.42,1
12-07-2024,WH-DON-01,Night,329,314,0.9557,0.993,89.6,1.48,1
12-07-2024,WH-DON-01,Twilight,295,269,0.9126,0.9943,99.6,3.62,0
12-07-2024,WH-DON-02,Day,221,216,0.9803,0.981,76.3,3.96,1
12-07-2024,WH-DON-02,Night,298,288,0.9692,0.9712,81.7,4.57,1
12-07-2024,WH-DON-02,Twilight,234,213,0.9117,0.9789,111.3,2.49,0
12-07-2024,WH-LEE-01,Day,261,239,0.9176,0.9882,82.2,3.78,0
12-07-2024,WH-LEE-01,Night,257,241,0.9409,0.9789,100.6,3.75,0
12-07-2024,WH-LEE-01,Twilight,289,268,0.9278,0.9765,106.6,2.63,0
13-07-2024,WH-DON-01,Day,371,353,0.952,0.9864,99,3.24,1
13-07-2024,WH-DON-01,Night,316,305,0.968,0.9868,64.7,1.66,1
13-07-2024,WH-DON-02,Day,275,263,0.9584,0.9774,92.6,4.02,1
13-07-2024,WH-DON-02,Night,263,243,0.9263,0.99,104.3,3.69,0
13-07-2024,WH-LEE-01,Day,231,221,0.9576,0.9837,112.1,3.51,1
13-07-2024,WH-LEE-01,Night,249,246,0.9902,0.9725,102,2.76,1
15-07-2024,WH-DON-01,Day,368,356,0.9678,0.9841,85,3.93,1
15-07-2024,WH-DON-01,Night,343,337,0.9851,0.9773,73.8,2.71,1
15-07-2024,WH-DON-01,Twilight,341,315,0.9265,0.9733,94.9,1.29,0
15-07-2024,WH-DON-02,Day,255,248,0.9727,0.9984,87.9,1.47,1
15-07-2024,WH-DON-02,Night,254,237,0.9364,0.9885,66,2.93,0
15-07-2024,WH-DON-02,Twilight,272,266,0.9787,0.9876,97.4,2.4,1
15-07-2024,WH-LEE-01,Day,254,236,0.9303,0.9805,70.6,2.4,0
15-07-2024,WH-LEE-01,Night,268,261,0.9775,0.9974,95.1,3.43,1
15-07-2024,WH-LEE-01,Twilight,257,246,0.9592,0.9734,70.9,1.32,1
16-07-2024,WH-DON-01,Day,302,282,0.9366,0.9947,71.1,1.66,0
16-07-2024,WH-DON-01,Night,372,348,0.9356,0.9885,64.7,3.64,0
16-07-2024,WH-DON-01,Twilight,328,314,0.9575,0.9793,85.9,1.54,1
16-07-2024,WH-DON-02,Day,254,244,0.961,0.9895,68.5,2.58,1
16-07-2024,WH-DON-02,Night,232,226,0.9776,0.9956,88.4,2.42,1
16-07-2024,WH-DON-02,Twilight,302,286,0.9486,0.9802,77,1.57,0
16-07-2024,WH-LEE-01,Day,234,224,0.9606,0.9729,105.1,1.9,1
16-07-2024,WH-LEE-01,Night,215,200,0.9318,0.9828,92.9,2.8,0
16-07-2024,WH-LEE-01,Twilight,235,218,0.9307,0.9933,70.8,2.32,0
17-07-2024,WH-DON-01,Day,274,266,0.9741,0.9797,109.6,3.99,1
17-07-2024,WH-DON-01,Night,374,345,0.9225,0.9796,76.5,2.53,0
17-07-2024,WH-DON-01,Twilight,384,371,0.9677,0.9726,91.8,4.21,1
17-07-2024,WH-DON-02,Day,256,251,0.983,0.9828,77.2,1.92,1
17-07-2024,WH-DON-02,Night,298,279,0.939,0.9897,91.6,4.73,0
17-07-2024,WH-DON-02,Twilight,225,216,0.961,0.9803,95.2,4.67,1
17-07-2024,WH-LEE-01,Day,230,212,0.9238,0.9837,105.1,1.35,0
17-07-2024,WH-LEE-01,Night,233,216,0.9286,0.9711,71.4,2.03,0
17-07-2024,WH-LEE-01,Twilight,238,231,0.9724,0.9977,83.6,3.86,1
18-07-2024,WH-DON-01,Day,328,304,0.9275,0.9762,114.5,2.51,0
18-07-2024,WH-DON-01,Night,351,322,0.9198,0.9791,70.2,3.31,0
18-07-2024,WH-DON-01,Twilight,347,338,0.9751,0.9722,69.4,1.91,1
18-07-2024,WH-DON-02,Day,282,273,0.9711,0.9805,94.1,1.84,1
18-07-2024,WH-DON-02,Night,309,281,0.9118,0.9946,100.8,1.28,0
18-07-2024,WH-DON-02,Twilight,241,235,0.9769,0.9741,112,2.3,1
18-07-2024,WH-LEE-01,Day,227,211,0.9304,0.9937,99.1,4.59,0
18-07-2024,WH-LEE-01,Night,357,351,0.9849,0.9956,64.7,1.72,1
18-07-2024,WH-LEE-01,Twilight,239,236,0.9886,0.9933,77,2.56,1
19-07-2024,WH-DON-01,Day,315,312,0.993,0.9778,70.2,3.42,1
19-07-2024,WH-DON-01,Night,373,345,0.9261,0.986,95.7,2.38,0
19-07-2024,WH-DON-01,Twilight,394,387,0.9842,0.9948,113.5,4.39,1
19-07-2024,WH-DON-02,Day,271,251,0.9278,0.9733,90.1,3.59,0
19-07-2024,WH-DON-02,Night,287,279,0.9739,0.9891,83.7,2.99,1
19-07-2024,WH-DON-02,Twilight,268,254,0.9495,0.98,85.6,3.7,0
19-07-2024,WH-LEE-01,Day,246,229,0.9328,0.9822,111.3,3.3,0
19-07-2024,WH-LEE-01,Night,219,199,0.9131,0.9771,70.6,4.31,0
19-07-2024,WH-LEE-01,Twilight,233,229,0.9855,0.987,112,2.55,1
20-07-2024,WH-DON-01,Day,360,344,0.9568,0.9748,71.9,2.8,1
20-07-2024,WH-DON-01,Night,320,303,0.9495,0.9884,80.1,2.88,0
20-07-2024,WH-DON-02,Day,286,270,0.9448,0.9935,82.9,2.58,0
20-07-2024,WH-DON-02,Night,263,253,0.9649,0.9811,65.4,4.23,1
20-07-2024,WH-LEE-01,Day,273,260,0.9536,0.989,104.9,4.54,1
20-07-2024,WH-LEE-01,Night,263,240,0.9133,0.9766,70.3,2.39,0
22-07-2024,WH-DON-01,Day,351,328,0.9357,0.9938,100.1,2.19,0
22-07-2024,WH-DON-01,Night,315,313,0.9949,0.9921,93.5,4.48,1
22-07-2024,WH-DON-01,Twilight,242,220,0.9107,0.9794,106.6,4.02,0
22-07-2024,WH-DON-02,Day,229,219,0.9593,0.9893,90.2,3.05,1
22-07-2024,WH-DON-02,Night,271,264,0.9747,0.9752,78.9,2.02,1
22-07-2024,WH-DON-02,Twilight,254,242,0.9538,0.993,103.6,3.8,1
22-07-2024,WH-LEE-01,Day,220,208,0.9492,0.9932,82.7,1.88,0
22-07-2024,WH-LEE-01,Night,260,241,0.9278,0.9836,85.8,2.55,0
22-07-2024,WH-LEE-01,Twilight,208,199,0.9591,0.9746,112.3,1.23,1
23-07-2024,WH-DON-01,Day,365,342,0.9389,0.9827,100.2,2.65,0
23-07-2024,WH-DON-01,Night,291,284,0.9762,0.9861,75.8,1.28,1
23-07-2024,WH-DON-01,Twilight,359,331,0.9231,0.9977,83.5,3.47,0
23-07-2024,WH-DON-02,Day,188,180,0.9613,0.988,108.7,4.73,1
23-07-2024,WH-DON-02,Night,262,250,0.9554,0.9763,66.5,3.25,1
23-07-2024,WH-DON-02,Twilight,282,267,0.9484,0.9961,72.4,1.58,0
23-07-2024,WH-LEE-01,Day,246,238,0.9686,0.9847,76.8,1.45,1
23-07-2024,WH-LEE-01,Night,251,248,0.9919,0.9789,71.8,3.57,1
23-07-2024,WH-LEE-01,Twilight,263,250,0.9541,0.9758,108.4,2.68,1
24-07-2024,WH-DON-01,Day,348,321,0.9233,0.9741,93.2,2.92,0
24-07-2024,WH-DON-01,Night,412,405,0.9836,0.9746,70.7,2.76,1
24-07-2024,WH-DON-01,Twilight,375,363,0.9703,0.9843,96.4,4.58,1
24-07-2024,WH-DON-02,Day,223,215,0.9682,0.9787,68.3,1.71,1
24-07-2024,WH-DON-02,Night,235,215,0.9154,0.9822,96.4,3.09,0
24-07-2024,WH-DON-02,Twilight,306,290,0.9491,0.9871,102.7,2.24,0
24-07-2024,WH-LEE-01,Day,221,217,0.9849,0.9838,100.9,3.76,1
24-07-2024,WH-LEE-01,Night,242,236,0.9788,0.9759,72.5,4.44,1
24-07-2024,WH-LEE-01,Twilight,293,284,0.9723,0.9838,110.8,1.86,1
25-07-2024,WH-DON-01,Day,317,313,0.9904,0.9777,108.9,2.19,1
25-07-2024,WH-DON-01,Night,331,318,0.9634,0.9792,101.1,3.71,1
25-07-2024,WH-DON-01,Twilight,340,323,0.9519,0.9988,94,4.78,1
25-07-2024,WH-DON-02,Day,233,213,0.9165,0.9739,104,2.37,0
25-07-2024,WH-DON-02,Night,232,221,0.953,0.9839,65,3.7,1
25-07-2024,WH-DON-02,Twilight,261,254,0.9737,0.9817,103.1,4.28,1
25-07-2024,WH-LEE-01,Day,250,229,0.9197,0.9967,83.4,3.9,0
25-07-2024,WH-LEE-01,Night,256,243,0.9512,0.9729,85.3,2.07,1
25-07-2024,WH-LEE-01,Twilight,269,263,0.9797,0.9946,76,1.27,1
26-07-2024,WH-DON-01,Day,339,311,0.9185,0.9792,93.1,2.61,0
26-07-2024,WH-DON-01,Night,389,376,0.9676,0.9753,77.2,1.98,1
26-07-2024,WH-DON-01,Twilight,368,335,0.9129,0.9899,78.2,3.71,0
26-07-2024,WH-DON-02,Day,282,271,0.9645,0.9911,110.2,2.61,1
26-07-2024,WH-DON-02,Night,207,193,0.9362,0.9725,62.1,3.98,0
26-07-2024,WH-DON-02,Twilight,261,245,0.9418,0.9777,72.3,2.72,0
26-07-2024,WH-LEE-01,Day,185,183,0.9941,0.9804,77,3.61,1
26-07-2024,WH-LEE-01,Night,265,259,0.9777,0.9943,69.1,1.8,1
26-07-2024,WH-LEE-01,Twilight,315,297,0.9453,0.974,83.4,3.22,0
27-07-2024,WH-DON-01,Day,351,335,0.956,0.9973,73.7,1.97,1
27-07-2024,WH-DON-01,Night,363,341,0.9403,0.9759,79.1,2.34,0
27-07-2024,WH-DON-02,Day,228,208,0.9156,0.9938,98.5,2.53,0
27-07-2024,WH-DON-02,Night,275,251,0.9157,0.9771,74.8,3.36,0
27-07-2024,WH-LEE-01,Day,268,256,0.9556,0.9987,108,1.82,1
27-07-2024,WH-LEE-01,Night,252,249,0.9915,0.9878,103.9,3.71,1
29-07-2024,WH-DON-01,Day,309,299,0.969,0.9803,97.9,4.38,1
29-07-2024,WH-DON-01,Night,272,254,0.937,0.9948,82.5,2.41,0
29-07-2024,WH-DON-01,Twilight,313,295,0.9425,0.9889,78.9,3.31,0
29-07-2024,WH-DON-02,Day,229,227,0.994,0.9775,97,4.43,1
29-07-2024,WH-DON-02,Night,236,229,0.9744,0.9884,64.4,2.55,1
29-07-2024,WH-DON-02,Twilight,299,279,0.9352,0.9752,77.6,1.34,0
29-07-2024,WH-LEE-01,Day,290,287,0.9904,0.9917,83.4,2.2,1
29-07-2024,WH-LEE-01,Night,235,226,0.9647,0.9923,84.2,4.72,1
29-07-2024,WH-LEE-01,Twilight,239,217,0.912,0.9947,83.6,2.07,0
30-07-2024,WH-DON-01,Day,324,309,0.9558,0.9964,99.3,2.09,1
30-07-2024,WH-DON-01,Night,326,313,0.9617,0.9817,75.6,2.79,1
30-07-2024,WH-DON-01,Twilight,300,273,0.9105,0.9954,71.3,1.89,0
30-07-2024,WH-DON-02,Day,243,225,0.9274,0.9736,95.9,4.19,0
30-07-2024,WH-DON-02,Night,241,238,0.9892,0.9776,65.2,3.81,1
30-07-2024,WH-DON-02,Twilight,236,219,0.9308,0.9759,79.7,2.23,0
30-07-2024,WH-LEE-01,Day,298,282,0.9481,0.9888,80.8,4.01,0
30-07-2024,WH-LEE-01,Night,324,305,0.9439,0.9757,80.8,3.02,0
30-07-2024,WH-LEE-01,Twilight,292,283,0.9725,0.9923,106.5,4.06,1
31-07-2024,WH-DON-01,Day,373,366,0.9826,0.9922,111.3,3.34,1
31-07-2024,WH-DON-01,Night,348,321,0.923,0.9913,72.9,2.87,0
31-07-2024,WH-DON-01,Twilight,316,303,0.9615,0.973,74.4,2.89,1
31-07-2024,WH-DON-02,Day,262,241,0.9232,0.9763,68.6,3,0
31-07-2024,WH-DON-02,Night,248,245,0.9887,0.9973,103.4,2.54,1
31-07-2024,WH-DON-02,Twilight,219,208,0.9516,0.9889,95.7,2.67,1
31-07-2024,WH-LEE-01,Day,319,300,0.9427,0.9868,77.1,2.77,0
31-07-2024,WH-LEE-01,Night,270,251,0.9317,0.9966,92.8,3.03,0
31-07-2024,WH-LEE-01,Twilight,208,201,0.9692,0.9892,111.5,3.85,1
01-08-2024,WH-DON-01,Day,347,322,0.9306,0.972,106.2,3.47,0
01-08-2024,WH-DON-01,Night,323,311,0.9649,0.9783,81.4,3.65,1
01-08-2024,WH-DON-01,Twilight,302,281,0.9316,0.9879,112.7,4.23,0
01-08-2024,WH-DON-02,Day,305,294,0.9648,0.9967,86.7,3.31,1
01-08-2024,WH-DON-02,Night,258,254,0.9866,0.9855,70,2.72,1
01-08-2024,WH-DON-02,Twilight,265,247,0.9357,0.9981,98.9,2.58,0
01-08-2024,WH-LEE-01,Day,234,219,0.9362,0.9825,109.2,3.82,0
01-08-2024,WH-LEE-01,Night,290,283,0.976,0.9806,68,3.9,1
01-08-2024,WH-LEE-01,Twilight,276,272,0.9891,0.9821,82.5,4.75,1
02-08-2024,WH-DON-01,Day,345,315,0.9159,0.9905,92.7,3.56,0
02-08-2024,WH-DON-01,Night,342,332,0.9723,0.9758,77.9,3.73,1
02-08-2024,WH-DON-01,Twilight,350,346,0.9906,0.9836,106.3,1.87,1
02-08-2024,WH-DON-02,Day,272,248,0.915,0.9761,103.7,2.13,0
02-08-2024,WH-DON-02,Night,279,268,0.9633,0.9885,99,1.8,1
02-08-2024,WH-DON-02,Twilight,236,220,0.9349,0.9816,81,2.43,0
02-08-2024,WH-LEE-01,Day,224,216,0.9672,0.9738,70.9,3.91,1
02-08-2024,WH-LEE-01,Night,236,214,0.9106,0.9873,104.1,1.55,0
02-08-2024,WH-LEE-01,Twilight,250,240,0.9613,0.9986,103.8,4.56,1
03-08-2024,WH-DON-01,Day,343,325,0.9502,0.9804,88.2,2.53,1
03-08-2024,WH-DON-01,Night,433,424,0.9794,0.9973,90.3,2.56,1
03-08-2024,WH-DON-02,Day,180,164,0.9149,0.981,83.5,1.56,0
03-08-2024,WH-DON-02,Night,209,203,0.9716,0.9959,67.8,3.37,1
03-08-2024,WH-LEE-01,Day,266,261,0.9839,0.9788,100.9,4.13,1
03-08-2024,WH-LEE-01,Night,225,217,0.966,0.9843,79.5,1.88,1
05-08-2024,WH-DON-01,Day,375,372,0.9938,0.9978,106.2,1.26,1
05-08-2024,WH-DON-01,Night,338,330,0.9786,0.9801,80.9,3.38,1
05-08-2024,WH-DON-01,Twilight,351,331,0.944,0.9882,71.8,2.74,0
05-08-2024,WH-DON-02,Day,317,315,0.9939,0.995,110.5,3.84,1
05-08-2024,WH-DON-02,Night,225,210,0.935,0.9765,68,3.07,0
05-08-2024,WH-DON-02,Twilight,200,190,0.9529,0.9746,105.5,2.28,1
05-08-2024,WH-LEE-01,Day,228,220,0.9672,0.9864,109.1,1.8,1
05-08-2024,WH-LEE-01,Night,240,231,0.9663,0.9777,70.9,3.91,1
05-08-2024,WH-LEE-01,Twilight,259,250,0.9661,0.9735,88.4,3.78,1
06-08-2024,WH-DON-01,Day,381,375,0.9867,0.9925,78.4,2.13,1
06-08-2024,WH-DON-01,Night,402,382,0.9505,0.9961,67.1,1.69,1
06-08-2024,WH-DON-01,Twilight,297,272,0.9177,0.9904,109,4.55,0
06-08-2024,WH-DON-02,Day,243,236,0.9751,0.9878,98.3,2.56,1
06-08-2024,WH-DON-02,Night,244,229,0.9424,0.989,85.9,4.28,0
06-08-2024,WH-DON-02,Twilight,206,201,0.9787,0.9773,73.4,1.52,1
06-08-2024,WH-LEE-01,Day,295,291,0.9897,0.9918,73.5,2.52,1
06-08-2024,WH-LEE-01,Night,280,275,0.9825,0.9977,86.6,1.21,1
06-08-2024,WH-LEE-01,Twilight,288,282,0.982,0.9984,83,2.51,1
07-08-2024,WH-DON-01,Day,358,346,0.9677,0.9933,92.4,3.37,1
07-08-2024,WH-DON-01,Night,349,333,0.9558,0.9839,68.1,4.59,1
07-08-2024,WH-DON-01,Twilight,374,366,0.9812,0.985,89.4,3.37,1
07-08-2024,WH-DON-02,Day,281,274,0.9781,0.9907,96.1,2.31,1
07-08-2024,WH-DON-02,Night,289,287,0.9942,0.9745,104.5,3.74,1
07-08-2024,WH-DON-02,Twilight,198,188,0.9521,0.9907,85.7,4.73,1
07-08-2024,WH-LEE-01,Day,261,244,0.9383,0.9942,77.9,3.84,0
07-08-2024,WH-LEE-01,Night,271,247,0.9145,0.9952,69.5,2.96,0
07-08-2024,WH-LEE-01,Twilight,210,198,0.9433,0.9986,99,4.25,0
08-08-2024,WH-DON-01,Day,382,358,0.9387,0.99,114.5,3.93,0
08-08-2024,WH-DON-01,Night,342,322,0.9432,0.9858,74,3.71,0
08-08-2024,WH-DON-01,Twilight,364,343,0.9435,0.9747,103.4,3.29,0
08-08-2024,WH-DON-02,Day,309,302,0.9784,0.9948,101.4,2.85,1
08-08-2024,WH-DON-02,Night,262,253,0.9692,0.9792,68.1,1.99,1
08-08-2024,WH-DON-02,Twilight,268,260,0.9736,0.9916,68.4,3.81,1
08-08-2024,WH-LEE-01,Day,214,212,0.994,0.9751,112.7,2.74,1
08-08-2024,WH-LEE-01,Night,233,228,0.9815,0.9969,66,4.71,1
08-08-2024,WH-LEE-01,Twilight,258,256,0.9933,0.9892,95.9,4.69,1
09-08-2024,WH-DON-01,Day,353,340,0.9633,0.9823,69.6,2.07,1
09-08-2024,WH-DON-01,Night,298,295,0.9911,0.9893,77.9,3.69,1
09-08-2024,WH-DON-01,Twilight,347,339,0.9776,0.9894,104.6,4.31,1
09-08-2024,WH-DON-02,Day,240,231,0.9655,0.9813,73.6,1.5,1
09-08-2024,WH-DON-02,Night,234,222,0.9516,0.9897,83.7,1.28,1
09-08-2024,WH-DON-02,Twilight,219,204,0.9333,0.9919,105.3,1.85,0
09-08-2024,WH-LEE-01,Day,236,224,0.9512,0.989,88.4,3.26,1
09-08-2024,WH-LEE-01,Night,263,259,0.9873,0.9933,69.8,4.13,1
09-08-2024,WH-LEE-01,Twilight,260,237,0.9117,0.9866,93.2,4.12,0
10-08-2024,WH-DON-01,Day,308,295,0.9597,0.991,105.1,1.65,1
10-08-2024,WH-DON-01,Night,347,337,0.974,0.998,100.3,1.85,1
10-08-2024,WH-DON-02,Day,238,227,0.9572,0.9934,73.8,1.66,1
10-08-2024,WH-DON-02,Night,243,225,0.9275,0.9755,85.9,4.27,0
10-08-2024,WH-LEE-01,Day,336,320,0.953,0.9812,93.6,2.72,1
10-08-2024,WH-LEE-01,Night,272,269,0.9903,0.971,74.7,4.61,1
12-08-2024,WH-DON-01,Day,292,282,0.966,0.9835,95.1,3.7,1
12-08-2024,WH-DON-01,Night,338,322,0.9544,0.9986,76.9,3.14,1
12-08-2024,WH-DON-01,Twilight,347,339,0.9797,0.9776,76.8,2.28,1
